force_x_N,force_y_N,force_z_N,vibration_x_g,vibration_y_g,vibration_z_g,ae_rms_V
41.591,16.882,-20.467,-0.281,0.343,0.165,0.239
37.654,13.965,-18.535,-0.119,0.245,0.258,0.238
33.294,12.302,-16.312,-0.196,0.105,-0.098,0.238
28.187,13.948,-13.856,-0.032,0.042,0.116,0.238
22.103,15.674,-11.122,0.137,0.171,0.3,0.237
15.36,15.415,-8.278,-0.028,-0.095,-0.396,0.237
9.495,13.078,-5.941,0.168,0.07,-0.275,0.236
4.484,10.551,-3.825,0.104,0.285,0.221,0.236
-0.781,9.105,-0.92,-0.288,0.228,0.073,0.236
-5.592,8.505,1.977,0.05,-0.039,-0.061,0.235
-9.989,6.431,4.019,0.483,0.082,0.224,0.235
-13.514,2.04,6.979,-0.099,0.15,-0.155,0.234
-14.858,-1.569,11.061,-0.134,0.082,-0.33,0.234
-13.988,-2.278,14.091,0.333,0.101,0.154,0.233
-12.561,-2.034,16.496,-0.192,0.216,0.229,0.233
-11.079,-2.616,19.917,-0.199,-0.24,-0.04,0.232
-9.449,-1.567,22.958,0.271,0.114,0.276,0.232
-7.385,1.113,26.848,-0.241,0.276,0.034,0.232
-3.93,0.735,30.17,-0.139,-0.202,-0.258,0.231
3.188,-1.789,32.386,0.624,0.086,0.036,0.231
12.305,-2.832,36.161,0.166,0.121,-0.176,0.23
21.512,0.499,40.515,-0.38,0.159,-0.069,0.23
32.047,4.58,41.78,0.237,0.13,0.326,0.23
41.941,4.197,43.112,0.193,-0.093,0.172,0.229
49.288,1.897,47.596,-0.17,-0.096,-0.289,0.229
56.938,1.671,50.612,0.184,0.166,0.181,0.229
64.597,4.25,52.021,-0.009,0.02,0.231,0.229
70.029,6.939,54.067,0.023,-0.131,-0.309,0.228
75.541,6.814,54.598,0.156,0.135,0.159,0.228
83.303,5.325,55.716,-0.255,0.474,0.819,0.228
90.676,6.131,57.231,-0.277,-0.033,-0.186,0.228
94.974,9.796,55.829,0.13,-0.049,0.333,0.228
97.043,11.916,55.415,-0.065,-0.11,0.771,0.228
97.065,13.234,57.488,0.058,-0.16,-0.219,0.228
94.531,16.065,56.54,0.13,0.02,-0.133,0.227
91.228,17.623,53.629,0.07,0.11,0.645,0.227
88.096,16.045,53.27,0.06,0.047,-0.142,0.227
84.021,15.766,52.091,0.048,-0.096,-0.194,0.227
79.282,19.688,50.319,-0.032,0.232,0.573,0.227
75.774,23.784,48.435,-0.18,0.253,0.086,0.227
73.734,22.82,46.27,-0.36,-0.165,-0.001,0.227
68.953,19.066,44.232,0.204,-0.108,0.508,0.226
61.161,21.082,42.005,-0.11,0.475,0.184,0.226
53.438,27.438,39.07,-0.68,-0.16,0.111,0.226
43.814,31.255,35.923,0.197,0.085,0.61,0.226
32.704,30.228,33.704,0.14,-0.008,-0.06,0.226
24.104,28.202,31.763,-0.604,0.069,0.383,0.226
16.391,29.934,27.813,0.257,0.198,0.273,0.226
7.697,34.297,23.351,0.552,0.072,-0.106,0.226
0.075,35.032,20.213,-0.383,-0.307,-0.029,0.226
-6.503,31.452,18.701,0.267,0.161,0.148,0.227
-13.853,26.465,16.109,0.308,-0.123,-0.143,0.227
-20.966,22.787,12.34,-0.587,-0.232,-0.031,0.227
-26.173,19.423,11.115,0.065,0.117,0.233,0.227
-31.208,15.237,11.1,0.245,0.009,0.255,0.227
-36.714,10.848,9.43,-0.311,-0.034,0.063,0.227
-40.876,7.261,6.639,0.328,0.318,0.112,0.227
-44.273,1.877,6.116,0.379,0.054,0.515,0.227
-49.197,-5.017,6.397,0.008,-0.589,-0.18,0.227
-54.451,-7.655,5.409,0.611,0.004,-0.231,0.227
-58.715,-6.516,4.058,0.154,-0.161,0.345,0.227
-61.798,-8.138,3.733,0.013,-0.39,-0.26,0.227
-63.444,-14.527,3.193,0.702,-0.244,-0.807,0.227
-62.285,-20.055,2.718,-0.005,-0.023,0.276,0.227
-59.892,-20.645,1.466,-0.056,-0.048,-0.277,0.227
-57.394,-19.411,-0.695,0.506,-0.002,-0.588,0.226
-53.481,-20.857,-1.126,-0.029,-0.276,0.39,0.226
-49.409,-24.334,-0.886,0.071,0.017,0.011,0.226
-46.746,-27.943,-2.468,0.209,-0.075,-0.369,0.226
-43.372,-28.619,-4.907,0.001,-0.175,0.41,0.226
-38.308,-26.22,-6.247,0.357,0.137,-0.169,0.226
-33.469,-24.74,-6.288,0.249,-0.166,-0.284,0.226
-28.768,-24.287,-7.434,0.138,-0.269,0.198,0.226
-22.524,-20.849,-9.902,0.551,0.115,-0.515,0.225
-15.352,-16.846,-10.61,0.065,-0.35,-0.355,0.225
-9.363,-14.825,-9.985,0.108,-0.279,0.116,0.225
-3.787,-12.364,-10.368,0.624,0.072,-0.733,0.225
2.345,-9.328,-11.572,-0.315,-0.175,-0.307,0.225
8.184,-8.24,-11.844,-0.256,0.149,0.295,0.224
14.106,-8.659,-11.718,0.328,0.157,-0.644,0.224
21.586,-7.972,-12.48,-0.436,-0.006,-0.029,0.224
28.406,-4.984,-14.254,-0.236,0.4,0.415,0.224
33.581,-1.995,-16.465,0.286,0.267,-0.411,0.224
38.485,-0.366,-18.626,-0.249,-0.175,-0.009,0.223
42.727,1.087,-21.265,0.146,0.124,0.08,0.223
44.357,3.159,-23.849,0.145,0.173,-0.393,0.223
45.042,6.48,-26.841,-0.372,-0.229,-0.143,0.222
47.08,10.753,-29.674,0.139,0.114,-0.379,0.222
48.582,12.72,-30.319,0.037,0.3,-0.262,0.222
49.376,12.903,-30.504,-0.547,-0.022,-0.121,0.222
50.739,14.713,-32.063,0.283,0.343,-0.489,0.221
51.313,16.398,-31.62,-0.158,0.474,0.014,0.221
49.926,15.477,-29.014,-0.655,-0.075,0.124,0.221
47.241,13.405,-27.587,0.288,0.25,-0.322,0.22
43.513,12.129,-25.882,-0.239,0.221,0.258,0.22
38.661,11.327,-23.358,-0.676,0.037,0.206,0.22
33.549,10.411,-21.569,0.33,0.323,-0.25,0.219
29.113,9.382,-19.098,-0.116,0.11,0.26,0.219
24.605,9.26,-16.712,-0.262,0.138,0.067,0.219
19.579,9.884,-15.853,0.352,0.321,-0.179,0.218
14.796,10.981,-13.4,-0.05,-0.203,0.305,0.218
9.726,12.686,-10.039,-0.09,-0.062,-0.196,0.218
4.057,13.034,-7.743,0.124,0.203,-0.192,0.217
-0.936,11.68,-5.5,-0.321,-0.002,0.434,0.217
-4.898,10.447,-2.269,-0.001,0.247,-0.152,0.216
-8.583,8.67,0.549,-0.035,0.277,-0.039,0.216
-12.256,6.111,3.282,-0.036,0.094,0.823,0.215
-15.221,3.711,5.9,0.343,0.148,-0.205,0.215
-16.286,2.488,9.156,0.094,0.22,-0.108,0.215
-15.417,1.212,12.119,-0.157,-0.045,0.798,0.214
-13.852,0.027,14.116,0.193,0.096,0.039,0.214
-12.447,0.263,16.633,0.014,-0.007,0.073,0.213
-10.67,2.59,19.481,0.107,-0.12,0.757,0.213
-7.814,5.361,22.5,0.331,0.123,-0.271,0.212
-3.616,6.153,26.257,-0.202,-0.047,-0.404,0.212
3.04,5.838,30.011,-0.226,0.22,0.413,0.212
12.665,4.357,32.338,0.258,0.462,0.19,0.211
23.918,2.732,35.118,-0.051,-0.222,0.146,0.211
34.627,5.037,38.65,0.261,-0.168,0.212,0.211
44.126,9.69,41.436,0.132,0.551,0.176,0.211
52.712,10.425,44.047,-0.568,-0.115,0.243,0.211
59.546,6.247,45.669,0.621,-0.183,0.127,0.211
65.136,3.487,47.292,0.451,0.003,0.004,0.211
71.756,5.939,50.517,-0.75,0.073,0.476,0.211
78.948,11.881,51.739,0.104,0.094,0.037,0.211
84.863,14.497,50.285,0.544,0.172,0.347,0.211
90.633,10.86,50.285,-0.325,-0.133,0.323,0.211
96.742,8.26,52.303,0.08,0.14,0.037,0.212
100.13,13.827,53.381,0.129,-0.047,0.335,0.212
99.041,22.848,52.603,-0.29,-0.252,0.319,0.212
96.05,25.136,52.115,0.054,-0.006,0.076,0.212
92.778,19.685,51.867,0.22,-0.015,0.416,0.213
88.842,16.379,51.025,-0.015,0.122,-0.068,0.213
84.848,20.184,48.503,0.056,0.165,-0.236,0.214
81.519,24.749,46.401,0.157,-0.012,0.514,0.214
77.37,25.557,45.351,0.236,-0.237,-0.078,0.214
72.876,24.685,43.972,-0.24,0.055,-0.297,0.215
69.26,23.95,41.464,-0.48,0.081,0.73,0.216
63.827,24.722,38.499,-0.015,-0.185,0.094,0.216
53.95,28.713,36.336,0.042,-0.281,-0.472,0.217
42.406,35.19,35.659,-0.257,0.1,0.406,0.217
32.439,39.156,34.239,-0.09,0.306,0.081,0.217
23.899,37.449,30.861,-0.06,-0.041,-0.362,0.218
15.682,33.711,27.655,0.029,-0.157,0.349,0.218
7.44,35.848,25.473,0.168,0.211,0.276,0.219
-0.531,42.117,22.309,-0.002,-0.026,-0.259,0.219
-8.751,43.579,17.845,0.106,-0.403,-0.154,0.219
-16.603,36.186,15.046,0.301,-0.005,-0.136,0.22
-23.096,25.56,13.934,-0.132,-0.328,-0.354,0.22
-29.137,21.774,11.465,-0.108,-0.292,-0.25,0.221
-35.103,25.24,8.371,0.164,0.239,-0.032,0.221
-39.207,24.482,7.534,-0.331,0.011,0.234,0.221
-42.32,14.829,7.361,0.05,-0.344,-0.097,0.221
-45.728,5.223,6.3,0.681,0.132,-0.046,0.222
-50.047,3.208,4.994,-0.081,-0.187,-0.085,0.222
-55.394,4.894,4.459,0.19,-0.206,-0.211,0.222
-60.723,2.291,5.387,0.638,-0.413,-0.375,0.222
-64.433,-4.634,5.592,0.04,-0.322,-0.197,0.223
-66.524,-9.395,3.751,0.054,-0.048,-0.203,0.223
-66.65,-11.881,1.868,0.277,-0.04,-0.162,0.223
-64.239,-14.307,1.139,0.207,-0.363,-0.443,0.223
-60.779,-16.44,0.527,0.312,-0.042,-0.315,0.223
-57.561,-18.78,-0.916,-0.033,-0.187,-0.173,0.224
-53.963,-20.816,-3.286,0.116,-0.316,-0.351,0.224
-49.133,-22.593,-4.737,0.136,-0.27,-0.299,0.224
-44.506,-24.733,-4.936,-0.26,-0.122,0.236,0.224
-40.255,-25.63,-6.374,0.141,-0.017,0.009,0.224
-34.424,-23.404,-10.021,0.33,-0.029,-0.358,0.224
-26.796,-20.482,-11.709,0.143,0.009,0.208,0.225
-20.345,-19.055,-10.907,0.42,-0.113,-0.133,0.225
-14.96,-17.556,-11.944,0.492,-0.279,-0.572,0.225
-8.536,-14.48,-14.677,0.065,-0.091,0.026,0.225
-2.153,-11.221,-15.186,0.055,-0.052,-0.073,0.225
3.581,-11.146,-14.028,0.062,-0.247,-0.368,0.225
9.617,-11.707,-14.362,0.003,-0.18,-0.035,0.225
15.923,-9.609,-15.843,-0.235,0.241,-0.2,0.225
23.341,-7.174,-16.448,-0.223,0.261,-0.045,0.225
31.961,-6.398,-16.912,-0.031,0.007,0.018,0.225
40.172,-5.336,-18.251,-0.016,0.199,-0.058,0.225
46.029,-2.554,-20.327,-0.292,0.279,0.339,0.224
49.442,1.411,-23.468,-0.043,-0.068,0.156,0.225
52.174,4.744,-26.054,0.127,0.142,-0.134,0.225
54.897,5.577,-27.892,-0.2,0.073,0.01,0.225
56.439,6.134,-30.155,-0.036,0.076,-0.041,0.225
57.219,9.117,-32.246,0.107,0.187,-0.322,0.224
58.62,13.448,-33.407,-0.25,0.248,-0.094,0.224
60.138,15.223,-33.219,-0.156,0.233,0.092,0.224
60.393,13.133,-31.802,-0.084,0.271,0.025,0.224
59.406,11.094,-30.709,-0.279,0.083,-0.086,0.224
57.229,11.146,-29.59,-0.123,0.227,0.198,0.224
53.385,11.277,-26.173,-0.214,0.245,0.3,0.224
48.449,10.284,-22.039,-0.307,0.036,-0.052,0.223
43.784,8.861,-19.765,-0.082,0.317,0.157,0.223
39.283,7.231,-18.045,-0.269,0.472,0.571,0.223
34.658,6.699,-15.278,-0.236,0.14,0.121,0.223
29.817,8.164,-12.349,0.293,0.103,0.019,0.223
24.256,9.837,-9.726,0.003,0.183,0.412,0.223
17.565,9.718,-7.622,-0.14,-0.073,-0.083,0.223
10.687,8.183,-5.139,0.22,0.028,-0.202,0.222
4.86,6.985,-1.495,-0.088,0.045,0.224,0.222
-0.119,5.896,1.941,-0.328,0.249,0.191,0.222
-4.812,4.005,4.376,-0.026,0.182,0.053,0.222
-8.487,1.514,7.413,0.346,0.039,0.281,0.221
-10.781,-1.956,11.27,0.042,0.207,-0.106,0.221
-10.901,-4.831,15.347,-0.315,0.374,0.03,0.221
-8.974,-5.431,18.405,-0.017,0.037,0.52,0.221
-7.15,-4.709,20.441,0.051,0.127,0.34,0.22
-6.08,-5.451,23.68,-0.073,-0.107,0.296,0.22
-5.372,-5.561,27.755,0.307,-0.275,0.207,0.22
-4.339,-2.34,31.795,0.363,0.076,-0.489,0.219
-0.963,0.716,35.424,-0.301,0.151,-0.579,0.219
7.185,-0.044,38.791,-0.054,0.399,0.302,0.219
18.892,-3.146,42.357,0.171,0.053,0.033,0.219
30.35,-2.594,46.306,-0.07,-0,0.088,0.219
40.123,3.066,49.116,-0.005,-0.112,0.163,0.219
49.345,8.194,51.741,0.041,0.075,0.073,0.219
57.21,8.254,55.605,-0.126,-0.011,-0.341,0.219
63.585,3.431,58.505,0.259,-0.056,-0.049,0.219
70.712,0.273,60.394,-0.131,0.259,0.375,0.219
79.47,3.509,62.1,-0.228,0.04,0.041,0.219
87.575,10.651,62.707,0.128,0.098,0.122,0.219
94.776,13.256,61.785,0.174,0.17,0.441,0.219
102.56,9.659,62.058,-0.06,0.002,-0.013,0.219
108.28,8.25,62.929,0.379,-0.288,-0.323,0.219
109.33,14.516,63.774,0.255,-0.142,0.022,0.22
107.65,22.428,64.421,-0.342,-0.165,0.121,0.22
104.49,24.19,64.032,-0.214,0.168,-0.075,0.22
99.877,19.844,62.496,-0.016,0.158,0.278,0.221
95.999,15.902,61.407,-0.098,0.203,0.228,0.221
93.207,17.956,60.006,0.029,0.009,-0.189,0.221
88.4,25.86,58.57,0.312,-0.051,0.123,0.222
81.2,31.006,56.21,0.181,-0.045,-0.114,0.222
76.253,27.672,53.426,-0.341,0.185,-0.001,0.223
73.163,20.737,50.278,-0.174,-0.093,0.403,0.223
67.042,21.742,45.406,0.033,-0.089,0.006,0.223
57.75,32.497,41.56,-0.361,-0.078,0.049,0.224
48.068,42.932,39.19,-0.173,0.097,0.309,0.224
39.282,44.389,36.437,0.266,-0.01,-0.336,0.225
31.206,38.529,32.374,-0.056,0.178,-0.051,0.225
23.671,35.329,28.745,-0.215,0.25,0.335,0.226
14.274,40.015,25.549,0.259,0.04,0.163,0.227
2.963,47.26,21.805,0.12,-0.122,0.042,0.227
-7.199,47.531,18.886,0.083,-0.062,0.199,0.227
-14.893,37.4,17.009,0.229,-0.085,0.088,0.228
-21.795,26.347,14.329,0.095,-0.166,-0.206,0.228
-28.057,23.916,11.134,0.184,0.03,-0.041,0.229
-33.052,28.509,9.022,-0.047,-0.047,0.101,0.23
-37.148,27.624,7.581,-0.167,-0.094,0.146,0.23
-40.952,17.463,4.908,0.129,-0.349,-0.143,0.231
-43.839,6.82,2.678,0.167,-0.054,0.273,0.231
-47.117,2.559,1.812,0.015,-0.385,-0.007,0.231
-51.734,5.163,1.306,0.501,-0.328,-0.335,0.232
-55.509,6.186,0.394,0.285,-0.158,-0.086,0.232
-56.958,0.759,0.129,-0.07,0.066,0.229,0.233
-57.83,-9.086,-1.156,0.315,-0.149,-0.2,0.233
-57.716,-14.429,-3.24,0.337,-0.014,0.118,0.233
-56.008,-12.461,-4.391,0.153,-0.234,-0.019,0.234
-54.811,-10.093,-4.709,0.292,-0.217,-0.14,0.234
-54.204,-13.039,-5.165,0.246,-0.46,-0.203,0.234
-51.508,-18.266,-6.843,0.206,-0.333,-0.264,0.234
-46.797,-20.946,-8.027,-0.02,-0.169,-0.055,0.235
-42.385,-21.328,-8.495,-0.248,-0.074,0.292,0.235
-36.982,-19.067,-10.534,0.209,0.033,-0.03,0.235
-29.152,-15.484,-12.529,0.363,-0.001,0.144,0.236
-21.657,-14.252,-12.561,0.224,-0.15,0.377,0.236
-16.162,-13.179,-12.186,0.626,-0.12,-0.296,0.236
-9.905,-10.415,-13.422,0.368,-0.207,-0.204,0.236
-3.073,-7.048,-14.384,-0.071,0.066,0.345,0.236
2.272,-5.555,-14.198,0.152,-0.121,-0.208,0.236
7.306,-4.83,-14.774,-0,-0.302,-0.245,0.236
13.417,-3.26,-15.721,-0.179,0.018,0.202,0.237
19.241,-1.803,-15.991,-0.08,0.057,-0.292,0.237
25.591,-0.479,-16.491,0.029,-0.112,-0.307,0.237
33.234,1.628,-17.911,0.127,0.189,0.056,0.237
40.053,3.924,-18.895,-0.196,0.084,-0.081,0.237
44.126,5.058,-20.182,-0.308,0.063,0.223,0.237
47.655,7.723,-22.969,0.132,0.03,0.116,0.237
51.375,11.181,-25.285,-0.094,0.165,-0.064,0.237
54.494,12.973,-26.557,-0.356,0.088,-0.04,0.237
57.038,14.247,-28.535,0.15,0.038,-0.375,0.237
59.328,16.87,-30.381,0.101,0.07,-0.43,0.237
60.69,19.511,-31.149,-0.481,0.126,-0.053,0.237
60.418,20.411,-31.385,-0.052,0.059,-0.142,0.237
59.568,19.34,-30.999,-0.106,0.118,-0.154,0.237
58.478,17.468,-29.96,-0.529,-0.013,-0.101,0.237
55.627,16.042,-28.926,0.02,0.081,-0.163,0.237
51.227,16.456,-26.318,0.042,0.093,-0.14,0.237
46.763,17.622,-22.756,-0.465,0.045,-0.349,0.237
42.684,16.289,-20.343,-0.107,0.437,0.049,0.237
38.692,11.993,-18.45,-0.192,0.251,0.399,0.236
34.221,10.892,-15.815,-0.297,-0.051,-0.114,0.236
28.726,13.912,-13.157,0.15,0.096,-0.015,0.236
21.991,16.368,-10.412,-0.07,0.013,0.323,0.236
15.035,15.52,-8.057,-0.03,-0.168,-0.558,0.236
9.013,12.741,-5.511,0.226,0.078,-0.419,0.235
3.815,10.454,-2.665,-0.185,0.2,0.333,0.235
-1.137,10.279,0.001,-0.383,-0.006,-0.236,0.235
-5.755,10.346,2.524,0.102,-0.056,-0.156,0.234
-10.268,8.091,5.26,0.198,0.027,0.335,0.234
-13.717,3.318,8.618,-0.164,0.022,-0.426,0.234
-14.556,-0.267,12.684,-0.127,0.006,-0.381,0.234
-13.506,-0.364,15.677,0.173,0.064,0.284,0.233
-12.495,0.28,18.058,-0.151,0.075,-0.034,0.233
-11.29,-0.255,21.54,-0.267,-0.208,0.061,0.233
-9.459,0.836,24.989,0.074,0.129,0.356,0.232
-7.248,3.253,28.3,-0.032,0.059,-0.252,0.232
-3.506,2.723,30.989,-0.055,-0.293,-0.212,0.232
3.898,0.765,33.963,0.35,0.119,-0.063,0.231
13.238,1.385,38.166,0.015,0.147,-0.357,0.231
22.965,4.544,41.322,-0.392,-0.216,-0.008,0.231
33.281,6.632,42.187,0.229,0.057,0.217,0.23
42.764,5.803,44.915,-0.012,-0.177,-0.227,0.23
51.022,5.757,49.752,-0.513,-0.051,-0.018,0.23
59.26,6.695,51.511,0.275,-0.047,0.036,0.23
66.309,7.34,52.484,0.015,-0.234,-0.163,0.23
72.008,8.382,55.146,-0.187,-0.144,-0.094,0.23
78.538,9.525,56.122,-0.039,0.289,0.198,0.23
85.996,10.145,56.627,-0.283,0.185,0.497,0.23
92.464,10.138,56.511,-0.167,-0.352,-0.131,0.23
96.724,10.958,55.88,0.025,0.018,0.316,0.23
99.101,13.212,57.139,-0.206,-0.113,0.489,0.23
98.892,17.345,57.824,0.096,-0.334,-0.225,0.231
96.244,21.024,55.096,0.189,-0.035,-0.121,0.231
92.954,19.694,53.969,-0.054,0.096,0.526,0.23
89.42,16.704,54.541,-0.125,-0.158,-0.34,0.231
85.107,18.381,52.109,0.055,0.023,-0.05,0.231
80.599,23.032,49.516,-0.322,0.029,0.469,0.231
77.166,25.717,48.167,-0.216,-0.063,-0.09,0.231
74.35,23.619,46.391,-0.147,-0.173,-0.034,0.232
69.461,21.758,44.037,-0.184,0.07,0.497,0.232
62.416,24.662,40.363,-0.288,0.118,-0.078,0.232
54.233,29.331,36.823,-0.387,-0.364,0.141,0.232
43.51,32.631,35.167,0.007,0.002,0.453,0.232
32.704,34.05,33.126,-0.146,-0.005,-0.149,0.233
24.508,33.919,29.637,-0.525,-0.02,0.356,0.233
16.389,33.291,25.229,0.32,0.013,0.078,0.233
7.838,35.002,22.28,0.283,-0.014,-0.269,0.233
0.363,36.964,19.654,-0.393,-0.207,0.045,0.234
-6.717,36.366,16.863,0.289,0.131,0.097,0.233
-14.457,30.976,13.613,0.022,-0.356,-0.33,0.234
-21.332,23.387,11.492,-0.566,-0.304,0.14,0.234
-26.825,19.07,10.863,0.134,0.026,0.147,0.234
-32.502,18.207,9.036,0.039,-0.089,-0.082,0.234
-38.197,15.926,6.532,-0.45,-0.121,0.025,0.234
-42.354,9.466,5.237,0.432,0.195,0.139,0.234
-45.81,1.014,5.042,0.226,-0.148,0.13,0.234
-50.361,-4.039,4.202,-0.145,-0.593,-0.234,0.234
-55.567,-3.32,2.518,0.512,-0.006,-0.103,0.234
-59.774,-2.611,1.954,0.056,-0.436,0.053,0.234
-62.317,-7.662,2.474,-0.011,-0.514,-0.489,0.234
-63.685,-14.319,1.572,0.714,-0.07,-0.579,0.234
-62.917,-18.172,0.023,-0.158,0.092,0.269,0.234
-60.543,-18.497,-1.348,-0.15,-0.371,-0.672,0.235
-57.442,-18.792,-1.961,0.526,0.015,-0.341,0.235
-53.83,-20.987,-2.235,-0.24,-0.287,0.367,0.234
-50.42,-23.466,-3.653,-0.08,-0.14,-0.376,0.235
-47.138,-26.738,-5.619,0.318,-0.282,-0.358,0.235
-43,-28.618,-6.303,-0.073,-0.155,0.375,0.234
-38.758,-27.308,-7.176,0.238,-0.018,-0.444,0.234
-34.264,-24.497,-8.735,0.251,-0.179,-0.263,0.234
-28.287,-22.484,-10.288,0.093,-0.229,0.171,0.234
-21.587,-20.399,-10.972,0.415,0.059,-0.533,0.234
-15.114,-18.31,-10.865,0.03,-0.466,-0.358,0.234
-8.873,-15.384,-11.72,0.202,-0.091,0.039,0.234
-2.55,-11.045,-12.719,0.412,-0.02,-0.838,0.234
3.333,-9.272,-12.55,-0.467,-0.315,-0.244,0.234
8.803,-10.306,-12.258,-0.076,0.057,0.072,0.234
14.76,-10.18,-13.282,0.19,0.168,-0.637,0.234
21.913,-7.538,-14.574,-0.765,-0.088,0.065,0.234
28.492,-4.036,-15.654,-0.052,0.352,0.194,0.234
34.233,-2.267,-17.452,0.317,0.169,-0.52,0.233
39.394,-1.668,-19.979,-0.512,-0.165,0.059,0.233
43.015,0.819,-23.02,0.307,0.242,-0.013,0.233
44.673,4.671,-25.351,0.183,0.067,-0.435,0.233
46.229,8.068,-27.565,-0.595,-0.372,-0.187,0.233
47.947,10.696,-29.746,0.125,0.246,-0.338,0.232
48.83,12.037,-30.574,-0.05,0.222,-0.287,0.232
50.024,13.49,-31.18,-0.604,-0.119,-0.283,0.232
51.505,15.81,-31.935,0.206,0.438,-0.484,0.232
51.37,16.268,-30.359,-0.232,0.402,0.084,0.231
49.668,14.502,-28.375,-0.538,-0.131,-0.029,0.231
46.982,12.891,-27.429,0.172,0.211,-0.384,0.231
43.111,12.039,-24.901,-0.365,0.152,0.429,0.231
38.168,11.34,-21.659,-0.543,-0.056,0.013,0.231
32.944,10.616,-19.771,0.257,0.274,-0.379,0.23
28.483,9.146,-17.558,-0.203,0.268,0.461,0.23
24.153,8.472,-15.297,-0.263,0.087,-0.109,0.23
19.614,9.219,-13.165,0.273,0.105,-0.35,0.23
14.958,10.958,-9.896,-0.247,-0.228,0.324,0.229
9.501,12.676,-7.334,-0.063,0.024,-0.167,0.229
3.764,12.166,-4.934,0.111,0.147,-0.15,0.228
-0.97,10.046,-1.376,-0.377,-0.131,0.305,0.228
-4.996,7.995,2.037,-0.008,0.265,-0.211,0.228
-9.181,5.932,4.532,-0.042,0.266,0.139,0.227
-13.239,3.786,7.589,-0.139,-0.154,0.447,0.227
-15.742,1.774,10.949,0.361,0.14,-0.328,0.227
-15.818,-0.215,14.941,-0.255,0.081,0.021,0.226
-14.131,-2.197,17.886,-0.291,-0.153,0.594,0.226
-12.401,-2.906,19.674,0.292,0.105,-0.069,0.225
-10.689,-2.105,22.646,-0.188,-0.329,0.103,0.225
-8.681,0.664,26.276,0.005,-0.066,0.564,0.225
-6.324,3.494,29.564,0.486,-0.16,-0.607,0.224
-2.845,4.202,33.044,-0.362,-0.023,-0.295,0.224
4.123,3.84,36.785,-0.341,0.254,0.329,0.224
14.913,2.296,39.311,0.127,0.266,0.098,0.223
26.754,1.97,42.215,-0.257,-0.193,0.288,0.223
37.11,4.371,45.354,0.224,-0.128,0.233,0.223
46.514,7.766,47.262,0.133,0.229,0.085,0.223
54.783,8.085,50.113,-0.416,-0.233,0.041,0.223
60.679,5.616,52.6,0.544,-0.33,-0.147,0.223
66.362,4.596,53.806,0.141,0.09,0.107,0.223
73.556,5.995,55.918,-0.659,-0.159,0.341,0.223
80.006,11.152,57.03,0.053,0.1,0.024,0.223
85.995,14.612,55.805,0.262,0.094,0.302,0.224
92.51,12.22,55.195,-0.491,-0.214,0.291,0.223
97.419,10.041,56.989,0.16,-0.002,-0.173,0.224
99.007,14.982,57.455,0.142,-0.196,0.21,0.224
97.644,23.188,56.434,-0.468,-0.38,0.335,0.224
93.952,25.136,56.04,0.07,0.086,0.029,0.224
89.199,20.787,54.678,0.116,-0.171,0.193,0.224
84.755,17.345,52.459,-0.257,0.157,0.113,0.224
81.584,19.445,50.193,0.093,0.101,-0.25,0.224
78.545,24.2,47.807,0.166,-0.196,0.28,0.225
74.52,27.02,45.09,0.04,-0.324,-0.097,0.225
70.639,26.928,43.652,-0.262,0.096,-0.251,0.225
66.746,24.987,40.903,-0.438,-0.121,0.455,0.225
60.223,25.118,36.186,-0.112,-0.254,-0.028,0.226
49.846,29.27,34.021,-0.146,-0.143,-0.316,0.226
38.478,35.76,33.407,-0.364,0.001,0.356,0.226
28.381,39.213,31.248,0.01,0.04,-0.032,0.227
19.516,37.43,26.985,-0.083,-0.072,-0.417,0.227
12.05,34.225,23.841,-0.223,-0.043,0.327,0.228
4.437,34.44,21.189,0.191,0.031,0.097,0.228
-4.081,38.761,17.225,0.072,-0.117,-0.416,0.228
-12.504,40.076,13.059,-0.06,-0.471,-0.107,0.229
-20.345,33.946,10.287,0.233,-0.138,-0.117,0.229
-27.025,23.465,8.58,-0.176,-0.465,-0.558,0.23
-32.185,18.278,6.244,-0.173,-0.233,-0.141,0.23
-36.481,20.904,2.803,0.106,0.225,-0.088,0.231
-39.868,20.847,1.152,-0.235,-0.053,0.084,0.231
-42.839,13.027,0.541,-0.009,-0.303,-0.16,0.231
-45.792,4.08,-0.416,0.497,0.176,-0.025,0.231
-49.964,0.595,-1.647,-0.019,-0.351,-0.066,0.232
-55.793,0.793,-2.545,0.145,-0.411,-0.357,0.232
-60.995,-0.373,-1.977,0.51,-0.388,-0.451,0.232
-64.256,-4.693,-1.443,0.016,-0.268,-0.104,0.232
-66.239,-9.986,-2.822,-0.052,-0.148,-0.358,0.233
-65.57,-14.091,-4.985,0.405,-0.002,-0.352,0.233
-62.196,-16.537,-6.003,0.199,-0.305,-0.29,0.233
-58.698,-17.276,-6.042,-0.002,-0.124,-0.307,0.233
-55.526,-18.215,-6.945,0.211,-0.195,-0.341,0.234
-51.872,-19.601,-9.216,0.177,-0.351,-0.184,0.234
-47.149,-21.474,-10.435,-0.053,-0.277,-0.223,0.234
-42.912,-24.554,-10.568,-0.034,0.035,0.071,0.234
-38.01,-25.545,-11.82,0.075,0.003,0.058,0.234
-31.261,-21.979,-14.877,0.205,0.082,-0.213,0.234
