force_x_N,force_y_N,force_z_N,vibration_x_g,vibration_y_g,vibration_z_g,ae_rms_V
0.64,2.066,0.669,0.028,0.006,0.025,-0.001
0.636,2.102,0.441,-0.016,-0.039,-0.022,-0.001
0.646,2.092,0.185,0.008,-0.012,0.002,-0.001
0.647,2.096,-0.012,-0.022,-0.041,-0.032,-0.001
0.665,2.114,-0.194,-0.047,-0.055,-0.05,-0.001
0.708,2.164,-0.33,0.023,0.024,0.025,-0.001
0.711,2.175,-0.441,-0.136,-0.122,-0.129,-0.001
0.76,2.136,-0.549,-0.029,-0.005,-0.015,-0.001
0.751,2.084,-0.656,0.011,0.029,0.016,-0.001
0.709,2.054,-0.746,-0.106,-0.091,-0.1,-0.001
0.645,2.022,-0.854,0.02,0.029,0.023,-0.001
0.544,2.009,-0.956,0.076,0.081,0.072,-0.001
0.428,1.952,-1.053,-0.119,-0.111,-0.114,-0.001
0.275,1.89,-1.127,0.071,0.07,0.072,-0.001
0.199,1.937,-1.148,0.025,0.023,0.015,-0.001
0.124,1.948,-1.166,-0.079,-0.082,-0.089,-0.001
0.006,1.961,-1.192,0.047,0.051,0.037,-0.001
-0.073,1.99,-1.173,-0.063,-0.063,-0.086,-0.001
-0.139,1.968,-1.117,-0.056,-0.041,-0.065,-0.001
-0.162,1.914,-1.068,-0.028,-0.011,-0.034,-0.001
-0.206,1.842,-1.01,-0.055,-0.032,-0.053,-0.001
-0.286,1.816,-0.891,-0.016,0.012,-0.007,-0.001
-0.358,1.829,-0.804,-0.099,-0.068,-0.093,-0.001
-0.445,1.762,-0.701,-0.008,0.01,-0.017,-0.001
-0.536,1.714,-0.593,0.038,0.057,0.032,-0.002
-0.607,1.653,-0.513,-0.097,-0.089,-0.117,-0.001
-0.683,1.683,-0.413,0.088,0.091,0.069,-0.001
-0.698,1.758,-0.29,0.002,-0,-0.016,-0.001
-0.678,1.754,-0.131,-0.078,-0.081,-0.098,-0.001
-0.605,1.728,0.029,0.069,0.067,0.046,-0.001
-0.53,1.675,0.178,-0.076,-0.07,-0.096,-0.001
-0.425,1.651,0.355,-0.073,-0.063,-0.088,-0.001
-0.302,1.629,0.563,0.008,0.024,0,-0.001
-0.193,1.595,0.724,-0.091,-0.079,-0.096,-0.001
-0.115,1.522,0.896,-0.071,-0.068,-0.075,-0.001
-0.082,1.522,1.016,-0.04,-0.03,-0.036,-0.002
-0.055,1.51,1.106,-0.022,-0.02,-0.029,-0.002
-0.067,1.51,1.154,-0.025,-0.026,-0.039,-0.002
-0.068,1.597,1.225,-0.058,-0.063,-0.068,-0.001
-0.098,1.749,1.273,0.029,0.024,0.016,-0.002
-0.107,1.878,1.306,-0.038,-0.046,-0.052,-0.001
-0.104,2.001,1.353,-0.076,-0.08,-0.087,-0.001
-0.074,2.115,1.374,0.045,0.049,0.032,-0.002
-0.016,2.188,1.373,-0.079,-0.073,-0.089,-0.002
0.042,2.315,1.432,-0.083,-0.088,-0.089,-0.002
0.081,2.401,1.45,0.009,-0.003,0.002,-0.002
0.133,2.536,1.456,-0.076,-0.087,-0.074,-0.002
0.122,2.622,1.45,-0.015,-0.03,-0.014,-0.002
0.063,2.695,1.383,-0.088,-0.093,-0.078,-0.002
0.01,2.754,1.353,-0.06,-0.061,-0.042,-0.002
-0.09,2.815,1.262,0.006,-0.01,0.012,-0.002
-0.161,2.938,1.197,-0.035,-0.051,-0.039,-0.002
-0.247,3.06,1.108,0.038,0.024,0.038,-0.002
-0.316,3.243,1.014,0.031,0.018,0.035,-0.002
-0.303,3.461,0.986,0.002,-0.019,-0.006,-0.002
-0.327,3.564,0.907,0.064,0.051,0.061,-0.002
-0.333,3.603,0.807,-0.032,-0.038,-0.025,-0.002
-0.314,3.699,0.715,-0.044,-0.04,-0.027,-0.002
-0.277,3.781,0.619,0.063,0.068,0.074,-0.002
-0.248,3.825,0.52,-0.067,-0.066,-0.053,-0.002
-0.225,3.871,0.414,-0.022,-0.027,-0.011,-0.002
-0.193,3.882,0.286,0.029,0.018,0.04,-0.002
-0.187,3.875,0.15,-0.055,-0.078,-0.052,-0.002
-0.141,3.925,0.067,0.028,-0.005,0.024,-0.002
-0.123,3.981,-0.058,0.029,0.003,0.031,-0.002
-0.111,4.045,-0.129,-0.045,-0.066,-0.041,-0.002
-0.088,4.119,-0.213,0.018,-0,0.02,-0.002
-0.066,4.148,-0.292,-0.031,-0.044,-0.03,-0.002
-0.009,4.126,-0.334,0.006,-0.006,0.002,-0.002
0.075,4.149,-0.323,-0.008,-0.022,-0.015,-0.002
0.125,4.1,-0.363,0.032,0.024,0.036,-0.002
0.183,4.063,-0.398,0.002,-0.008,-0.001,-0.002
0.251,3.989,-0.419,-0.011,-0.018,-0.018,-0.002
0.289,3.887,-0.488,0.054,0.043,0.052,-0.002
0.308,3.802,-0.548,0.038,0.032,0.041,-0.002
0.345,3.74,-0.62,-0.027,-0.04,-0.03,-0.002
0.387,3.685,-0.697,0.042,0.016,0.033,-0.002
0.409,3.716,-0.738,0.005,-0.018,-0.007,-0.002
0.459,3.785,-0.791,-0.032,-0.047,-0.053,-0.002
0.496,3.853,-0.815,0.008,-0,-0.015,-0.002
0.503,3.855,-0.83,0.001,0.006,-0.024,-0.002
0.506,3.835,-0.784,-0.039,-0.018,-0.056,-0.002
0.534,3.771,-0.701,-0.023,-0.003,-0.028,-0.002
0.525,3.745,-0.652,0.006,0.023,0.002,-0.002
0.504,3.762,-0.586,-0.032,-0.025,-0.03,-0.002
0.478,3.834,-0.503,-0.029,-0.044,-0.033,-0.002
0.418,3.928,-0.423,0.04,0.002,0.02,-0.002
0.315,4.027,-0.39,0.037,0.004,0.013,-0.002
0.226,4.101,-0.369,0.008,-0.038,-0.04,-0.002
0.084,4.149,-0.352,-0.046,-0.063,-0.096,-0.002
0.067,4.257,-0.224,0.023,0.02,-0.011,-0.002
0.005,4.251,-0.162,-0.065,-0.078,-0.109,-0.002
-0.057,4.099,-0.185,-0.056,-0.068,-0.096,-0.002
-0.05,3.96,-0.095,0.133,0.13,0.104,-0.002
-0.031,3.87,-0.02,-0.088,-0.108,-0.122,-0.002
-0.043,3.917,0.035,0.01,0.017,-0.002,-0.002
-0.096,4.001,0.13,0.107,0.116,0.099,-0.002
-0.146,4.138,0.199,-0.155,-0.133,-0.155,-0.002
-0.18,4.278,0.296,0.08,0.101,0.096,-0.002
-0.203,4.489,0.389,0.011,0.025,0.016,-0.002
-0.224,4.755,0.43,-0.095,-0.109,-0.113,-0.002
-0.175,5.019,0.437,0.09,0.06,0.058,-0.002
-0.108,5.31,0.472,0.018,-0.036,-0.037,-0.002
0.021,5.522,0.526,-0.077,-0.121,-0.124,-0.001
0.157,5.643,0.557,0.033,-0.012,-0.021,-0.002
0.267,5.691,0.6,-0.022,-0.046,-0.07,-0.001
0.349,5.718,0.717,-0.063,-0.047,-0.067,-0.002
0.455,5.728,0.827,-0.073,-0.038,-0.071,-0.001
0.492,5.601,0.965,-0.004,0.027,0.003,-0.001
0.504,5.34,1.132,-0.021,-0.004,-0.003,-0.001
0.51,5.067,1.247,-0.055,-0.052,-0.05,-0.001
0.463,4.827,1.379,0.077,0.075,0.088,-0.001
0.379,4.669,1.473,0.044,0.042,0.066,-0.001
0.324,4.477,1.54,-0.046,-0.084,-0.06,-0.001
0.253,4.266,1.602,0.13,0.083,0.117,-0.001
0.205,4.118,1.633,0.025,-0.022,-0.009,-0.001
0.226,4.115,1.618,-0.086,-0.128,-0.127,-0.001
0.282,4.105,1.682,0.095,0.059,0.086,-0.001
0.381,4.058,1.734,-0.038,-0.057,-0.049,-0.001
0.472,3.908,1.792,-0.113,-0.13,-0.122,-0.001
0.556,3.69,1.875,0.063,0.07,0.093,-0.001
0.587,3.471,1.938,-0.074,-0.05,-0.036,-0.001
0.572,3.177,1.99,-0.038,-0.029,-0.008,-0.001
0.471,2.859,2.031,0.06,0.054,0.084,-0.001
0.371,2.587,2.01,0.01,-0.002,0.018,-0.001
0.268,2.311,1.99,0.044,0.03,0.057,-0.001
0.19,2.119,1.96,-0.01,-0.053,-0.006,-0.001
0.186,2.084,1.89,0.131,0.061,0.105,-0.001
0.31,2.194,1.88,0.031,-0.041,0.005,-0.001
0.4,2.289,1.809,-0.021,-0.087,-0.05,-0.001
0.618,2.336,1.769,0.116,0.061,0.082,-0.001
0.824,2.338,1.795,-0.075,-0.103,-0.075,-0.001
1.033,2.294,1.806,-0.079,-0.093,-0.059,-0.001
1.24,2.225,1.822,0.098,0.096,0.124,-0.001
1.429,2.083,1.867,-0.125,-0.115,-0.074,-0.001
1.525,1.895,1.839,-0.033,-0.017,0.015,-0.001
1.533,1.612,1.808,0.095,0.088,0.121,-0.001
1.496,1.446,1.747,-0.057,-0.079,-0.04,-0.001
1.366,1.391,1.655,0.058,0.037,0.058,-0.001
1.226,1.375,1.565,0.057,0.034,0.054,-0.001
1.078,1.403,1.436,0.025,-0.004,0.015,-0.001
1.021,1.486,1.29,0.047,0.017,0.021,-0.001
1.015,1.528,1.175,0.011,-0.019,-0.006,-0.001
1.125,1.618,1.079,0.07,0.058,0.063,-0.001
1.295,1.638,1.028,-0.09,-0.094,-0.105,-0.001
1.486,1.511,1.016,0.048,0.054,0.061,-0.001
1.631,1.355,1.02,0.03,0.049,0.062,-0.001
1.759,1.122,1.001,-0.095,-0.084,-0.074,-0.001
1.791,0.798,1.035,0.071,0.071,0.093,-0.001
1.722,0.555,1.008,0.023,0.034,0.053,-0.001
1.547,0.381,0.981,-0.044,-0.053,-0.036,-0.001
1.366,0.303,0.92,0.109,0.093,0.102,-0.001
1.154,0.256,0.874,0.034,0.017,0.014,-0.001
0.96,0.2,0.784,-0.053,-0.06,-0.075,-0.001
0.823,0.158,0.692,-0.006,-0.007,-0.024,-0.001
0.724,0.127,0.612,0.049,0.047,0.029,-0.001
0.689,0.08,0.576,-0.039,-0.029,-0.054,-0.001
0.739,-0.076,0.567,-0.049,-0.023,-0.047,-0.001
0.862,-0.283,0.595,0.018,0.041,0.015,-0.001
0.966,-0.593,0.582,-0.103,-0.074,-0.098,-0.001
1.087,-0.837,0.599,-0.042,-0.016,-0.023,-0.001
1.151,-1.11,0.597,0.106,0.112,0.109,-0.001
1.177,-1.345,0.592,-0.001,0,0.005,-0.002
1.147,-1.439,0.611,-0.001,-0.002,0.005,-0.001
1.023,-1.563,0.534,0.113,0.104,0.095,-0.001
0.885,-1.61,0.491,0.021,0.006,-0.003,-0.001
0.739,-1.595,0.433,0.013,0.011,-0.005,-0.001
0.632,-1.577,0.371,0.09,0.096,0.068,-0.001
0.605,-1.506,0.34,0.009,0.029,-0.005,-0.002
0.646,-1.425,0.346,-0.065,-0.049,-0.077,-0.002
0.769,-1.453,0.343,0.066,0.094,0.066,-0.001
0.938,-1.518,0.37,-0.009,0.022,-0.001,-0.002
1.101,-1.638,0.353,-0.063,-0.035,-0.064,-0.001
1.268,-1.798,0.336,0.07,0.1,0.081,-0.002
1.432,-1.966,0.316,0.015,0.05,0.032,-0.002
1.563,-2.154,0.298,-0.023,-0.003,-0.022,-0.002
1.671,-2.345,0.262,0.028,0.043,0.026,-0.001
1.726,-2.485,0.201,0.061,0.083,0.071,-0.002
1.736,-2.584,0.171,-0.02,-0.01,-0.015,-0.002
1.776,-2.665,0.136,0.024,0.03,0.029,-0.002
1.772,-2.67,0.152,0.064,0.08,0.072,-0.002
1.754,-2.579,0.201,-0.096,-0.083,-0.089,-0.002
1.721,-2.469,0.229,0.003,0.019,0.02,-0.002
1.709,-2.379,0.302,0.052,0.071,0.072,-0.002
1.667,-2.428,0.355,-0.073,-0.055,-0.054,-0.002
1.613,-2.522,0.376,-0.016,0.008,0.008,-0.001
1.563,-2.698,0.416,0.054,0.086,0.074,-0.002
1.495,-2.955,0.403,-0.074,-0.046,-0.057,-0.002
1.466,-3.286,0.374,-0.021,0.003,0.009,-0.002
1.398,-3.604,0.362,0.054,0.055,0.065,-0.002
1.354,-3.807,0.322,-0.041,-0.047,-0.032,-0.002
1.297,-3.888,0.296,-0.049,-0.047,-0.026,-0.001
1.217,-3.863,0.302,0.028,0.026,0.042,-0.002
1.156,-3.805,0.323,-0.039,-0.031,-0.015,-0.002
1.124,-3.689,0.39,-0.105,-0.09,-0.065,-0.002
1.084,-3.499,0.434,0.045,0.06,0.085,-0.002
1.042,-3.301,0.474,-0.067,-0.051,-0.022,-0.001
0.992,-3.15,0.508,-0.099,-0.081,-0.052,-0.001
0.921,-3.054,0.519,0.02,0.03,0.062,-0.001
0.873,-3.077,0.526,0.012,0.018,0.052,-0.002
0.864,-3.137,0.523,-0.066,-0.076,-0.054,-0.002
0.809,-3.25,0.453,0.018,0.014,0.036,-0.002
0.807,-3.273,0.448,0.003,0.013,0.037,-0.002
0.843,-3.27,0.441,-0.125,-0.118,-0.108,-0.001
0.909,-3.253,0.487,-0.003,-0.005,0.021,-0.001
1.015,-3.311,0.534,-0.002,0.016,0.038,-0.002
1.093,-3.281,0.635,-0.121,-0.1,-0.094,-0.002
1.17,-3.187,0.781,-0.074,-0.066,-0.032,-0.002
1.215,-3.103,0.924,0.016,0.023,0.064,-0.002
1.217,-3.075,1.068,-0.149,-0.141,-0.116,-0.002
1.181,-3.14,1.201,-0.066,-0.064,-0.019,-0.001
1.109,-3.235,1.299,0.037,0.043,0.081,-0.002
1.013,-3.29,1.333,-0.135,-0.129,-0.107,-0.002
0.908,-3.333,1.382,-0.056,-0.064,-0.035,-0.001
0.807,-3.414,1.427,-0.016,-0.026,-0.003,-0.002
0.734,-3.514,1.496,-0.107,-0.1,-0.089,-0.002
0.708,-3.555,1.575,-0.114,-0.104,-0.08,-0.001
0.715,-3.558,1.671,-0.036,-0.033,-0.017,-0.002
0.774,-3.509,1.766,-0.076,-0.059,-0.053,-0.002
0.832,-3.49,1.877,-0.191,-0.154,-0.156,-0.002
0.9,-3.516,1.98,-0.047,-0.018,-0.029,-0.001
0.98,-3.593,2.096,-0.064,-0.044,-0.047,-0.002
1.011,-3.645,2.198,-0.165,-0.153,-0.14,-0.002
1.032,-3.688,2.281,-0.04,-0.044,-0.031,-0.002
0.998,-3.715,2.304,-0.008,-0.02,0.01,-0.002
0.953,-3.786,2.329,-0.213,-0.218,-0.197,-0.002
0.896,-3.926,2.309,-0.015,-0.028,-0.024,-0.001
0.884,-4.126,2.314,0.107,0.089,0.101,-0.002
0.873,-4.236,2.311,-0.01,-0.015,-0.015,-0.002
0.887,-4.288,2.29,0.046,0.052,0.039,-0.002
0.937,-4.325,2.275,0.023,0.029,0.032,-0.002
1.015,-4.394,2.235,-0.023,-0.017,-0.017,-0.002
1.068,-4.49,2.158,0.014,0.025,0.021,-0.002
1.173,-4.441,2.128,0.001,0.016,0.015,-0.002
1.222,-4.327,2.029,-0.023,0.006,-0.019,-0.002
1.192,-4.292,1.875,-0.034,-0.009,-0.026,-0.002
1.118,-4.269,1.729,-0.023,0.001,-0.011,-0.002
1.028,-4.268,1.539,0.021,0.031,0.004,-0.002
0.93,-4.253,1.326,0.007,-0.001,-0.01,-0.002
0.831,-4.232,1.083,0.047,0.033,0.043,-0.002
0.718,-4.225,0.882,-0.055,-0.061,-0.071,-0.002
0.611,-4.247,0.683,-0.041,-0.045,-0.053,-0.002
0.514,-4.276,0.505,0.097,0.1,0.095,-0.002
0.437,-4.289,0.307,-0.077,-0.063,-0.078,-0.002
0.351,-4.269,0.153,-0.077,-0.049,-0.063,-0.002
0.247,-4.235,-0.036,-0.055,-0.033,-0.041,-0.002
0.15,-4.103,-0.208,-0.068,-0.048,-0.054,-0.002
0.044,-3.972,-0.383,-0.032,-0.011,-0.008,-0.002
-0.075,-3.919,-0.566,-0.028,-0.013,-0.017,-0.002
-0.217,-3.861,-0.738,0.013,0.029,0.007,-0.002
-0.357,-3.867,-0.964,0.055,0.078,0.059,-0.002
-0.495,-3.869,-1.135,-0.02,0.006,-0.019,-0.002
-0.625,-3.933,-1.309,0.085,0.101,0.076,-0.002
-0.709,-3.998,-1.431,-0.034,-0.015,-0.025,-0.002
-0.776,-4.134,-1.545,0.027,0.041,0.036,-0.002
-0.807,-4.262,-1.625,0.133,0.142,0.135,-0.002
-0.855,-4.358,-1.669,0.002,0.011,0.012,-0.002
-0.857,-4.415,-1.697,0.001,0.021,0.024,-0.002
-0.904,-4.494,-1.722,0.055,0.07,0.078,-0.002
-0.945,-4.5,-1.75,0.027,0.044,0.057,-0.002
-1.017,-4.539,-1.786,-0.035,-0.009,-0.002,-0.002
-1.118,-4.619,-1.818,0.068,0.095,0.098,-0.002
-1.228,-4.687,-1.833,0.056,0.072,0.076,-0.002
-1.343,-4.827,-1.889,-0.091,-0.081,-0.085,-0.002
-1.398,-4.916,-1.857,0.094,0.1,0.111,-0.002
-1.425,-5.01,-1.802,0.075,0.081,0.084,-0.002
-1.468,-5.184,-1.78,-0.113,-0.097,-0.111,-0.002
-1.427,-5.31,-1.676,0.118,0.146,0.136,-0.002
-1.382,-5.467,-1.541,0.084,0.111,0.109,-0.002
-1.303,-5.655,-1.446,-0.135,-0.118,-0.123,-0.002
-1.189,-5.748,-1.222,0.156,0.164,0.179,-0.002
-1.122,-5.863,-1.086,0.117,0.131,0.153,-0.003
-1.004,-5.868,-0.916,-0.106,-0.095,-0.069,-0.002
-1.023,-6.014,-0.871,0.133,0.137,0.171,-0.002
-0.984,-6.088,-0.709,0.116,0.119,0.148,-0.003
-1.028,-6.24,-0.653,-0.1,-0.079,-0.068,-0.002
-1.062,-6.359,-0.567,0.091,0.109,0.116,-0.002
-1.102,-6.48,-0.458,0.16,0.167,0.174,-0.002
-1.104,-6.559,-0.343,-0.131,-0.121,-0.113,-0.002
-1.097,-6.66,-0.199,0.05,0.063,0.07,-0.002
-1.058,-6.788,-0.049,0.103,0.112,0.111,-0.003
-1.002,-6.941,0.086,-0.078,-0.058,-0.057,-0.002
-0.949,-7.069,0.226,-0.002,0.029,0.029,-0.002
-0.904,-7.163,0.353,0.147,0.171,0.166,-0.003
-0.909,-7.222,0.473,-0.039,-0.016,-0.008,-0.003
-0.901,-7.263,0.568,-0.062,-0.027,-0.016,-0.002
-0.941,-7.289,0.627,0.179,0.21,0.221,-0.003
-0.962,-7.285,0.677,0.046,0.046,0.064,-0.003
-1.046,-7.249,0.707,-0.034,-0.035,-0.023,-0.002
-1.11,-7.205,0.724,0.186,0.188,0.194,-0.003
-1.162,-7.188,0.759,0.062,0.057,0.065,-0.003
-1.221,-7.154,0.786,-0.126,-0.121,-0.116,-0.002
-1.261,-7.134,0.825,0.143,0.167,0.162,-0.003
-1.272,-7.108,0.892,0.052,0.084,0.068,-0.003
-1.268,-7.149,0.955,-0.16,-0.125,-0.139,-0.003
-1.246,-7.222,1.027,0.104,0.135,0.121,-0.003
-1.204,-7.294,1.077,0.024,0.051,0.033,-0.003
-1.223,-7.377,1.124,-0.083,-0.053,-0.07,-0.003
-1.229,-7.422,1.153,0.079,0.105,0.084,-0.003
-1.243,-7.536,1.18,0.141,0.168,0.154,-0.003
-1.258,-7.606,1.181,-0.103,-0.078,-0.089,-0.003
-1.286,-7.65,1.188,0.075,0.092,0.085,-0.003
-1.272,-7.663,1.176,0.139,0.157,0.154,-0.003
-1.274,-7.689,1.218,-0.094,-0.076,-0.086,-0.003
-1.254,-7.763,1.237,0.018,0.039,0.009,-0.002
-1.203,-7.82,1.272,0.171,0.19,0.165,-0.003
-1.15,-7.887,1.374,-0.107,-0.086,-0.107,-0.003
-1.051,-7.959,1.455,-0.013,0.01,-0.009,-0.003
-1.022,-8.1,1.476,0.135,0.166,0.14,-0.003
-0.995,-8.197,1.517,-0.06,-0.024,-0.046,-0.003
-0.974,-8.33,1.516,-0.036,0.013,-0.014,-0.003
-1.002,-8.473,1.523,0.143,0.185,0.154,-0.003
-1.017,-8.649,1.498,0.005,0.039,0.008,-0.003
-1.083,-8.817,1.465,-0.119,-0.086,-0.111,-0.003
-1.13,-8.916,1.452,0.203,0.234,0.213,-0.003
-1.18,-9.024,1.452,0.056,0.082,0.058,-0.003
-1.184,-9.186,1.464,-0.146,-0.129,-0.148,-0.003
-1.224,-9.399,1.453,0.192,0.208,0.185,-0.003
-1.228,-9.607,1.48,-0.001,0.017,-0.007,-0.003
-1.229,-9.766,1.503,-0.14,-0.108,-0.135,-0.003
-1.22,-9.921,1.531,0.138,0.176,0.156,-0.003
-1.266,-10.077,1.535,0.014,0.054,0.034,-0.003
-1.312,-10.222,1.495,-0.086,-0.046,-0.06,-0.003
-1.322,-10.352,1.522,0.068,0.104,0.096,-0.003
-1.376,-10.497,1.455,0.094,0.115,0.105,-0.003
-1.407,-10.599,1.398,-0.055,-0.03,-0.043,-0.003
-1.49,-10.649,1.303,0.047,0.075,0.063,-0.003
-1.527,-10.624,1.243,0.16,0.189,0.177,-0.003
-1.527,-10.608,1.174,-0.139,-0.106,-0.118,-0.003
-1.485,-10.616,1.102,0.005,0.038,0.02,-0.003
-1.437,-10.595,1.035,0.123,0.15,0.132,-0.003
-1.35,-10.573,0.991,-0.138,-0.111,-0.115,-0.003
-1.264,-10.527,0.948,0.003,0.027,0.023,-0.003
-1.16,-10.52,0.891,0.115,0.135,0.133,-0.003
-1.05,-10.48,0.839,-0.077,-0.055,-0.045,-0.003
-0.962,-10.447,0.763,-0.047,-0.016,-0.009,-0.003
-0.895,-10.436,0.703,0.154,0.193,0.199,-0.003
-0.837,-10.421,0.626,-0.022,0.02,0.027,-0.003
-0.753,-10.392,0.567,-0.029,-0.003,0.008,-0.003
-0.704,-10.395,0.498,0.138,0.174,0.174,-0.003
-0.657,-10.352,0.427,0.034,0.067,0.07,-0.003
-0.598,-10.304,0.359,-0.114,-0.085,-0.086,-0.003
-0.5,-10.274,0.326,0.167,0.198,0.199,-0.003
-0.422,-10.23,0.3,-0.008,0.031,0.035,-0.003
-0.318,-10.203,0.287,-0.138,-0.1,-0.093,-0.003
-0.186,-10.154,0.25,0.102,0.151,0.149,-0.003
-0.044,-10.099,0.301,-0.022,0.035,0.026,-0.003
0.123,-10.038,0.342,-0.139,-0.088,-0.089,-0.003
0.2,-10.089,0.311,0.107,0.147,0.161,-0.003
0.273,-10.165,0.325,0.06,0.087,0.108,-0.003
0.298,-10.258,0.33,-0.081,-0.053,-0.034,-0.003
0.328,-10.301,0.341,0.052,0.084,0.098,-0.003
0.336,-10.368,0.363,0.12,0.151,0.173,-0.003
0.299,-10.411,0.42,-0.109,-0.078,-0.058,-0.003
0.316,-10.509,0.469,0.039,0.075,0.08,-0.003
0.315,-10.644,0.547,0.102,0.133,0.138,-0.003
0.355,-10.734,0.615,-0.101,-0.062,-0.053,-0.003
0.381,-10.812,0.709,-0.069,-0.028,-0.026,-0.003
0.416,-10.852,0.772,0.149,0.181,0.18,-0.003
0.478,-10.917,0.867,-0.133,-0.108,-0.096,-0.003
0.553,-11.03,0.927,-0.041,-0,0.016,-0.003
0.621,-11.205,0.977,0.113,0.155,0.158,-0.003
0.648,-11.354,1.026,-0.088,-0.054,-0.051,-0.003
0.714,-11.471,1.082,-0.089,-0.052,-0.044,-0.003
0.779,-11.545,1.133,0.129,0.161,0.168,-0.003
0.858,-11.608,1.189,-0.033,-0.02,-0.007,-0.003
0.963,-11.618,1.221,-0.073,-0.062,-0.055,-0.003
1.044,-11.597,1.278,0.106,0.138,0.136,-0.003
1.137,-11.61,1.335,-0.018,0.03,0.006,-0.003
1.267,-11.592,1.453,-0.159,-0.097,-0.123,-0.003
1.384,-11.565,1.541,0.07,0.138,0.116,-0.003
1.524,-11.466,1.611,-0.008,0.051,0.043,-0.003
1.645,-11.356,1.699,-0.12,-0.076,-0.072,-0.003
1.769,-11.252,1.746,-0.015,0.005,0.027,-0.003
1.89,-11.073,1.777,-0.023,-0.011,0.011,-0.003
1.97,-10.864,1.79,0.004,-0.01,0.015,-0.003
2.046,-10.691,1.771,0.093,0.074,0.086,-0.003
2.063,-10.56,1.72,0.025,0.037,0.03,-0.003
2.109,-10.479,1.712,0.078,0.114,0.094,-0.003
2.155,-10.528,1.663,0.03,0.056,0.036,-0.003
2.212,-10.632,1.604,0.019,0.058,0.04,-0.003
2.27,-10.743,1.567,0.022,0.072,0.051,-0.003
2.299,-10.698,1.597,-0.021,0.01,0.001,-0.003
2.347,-10.508,1.636,0.023,0.059,0.05,-0.003
2.262,-10.349,1.6,0.019,0.052,0.054,-0.003
2.187,-10.157,1.582,-0.06,-0.011,-0.004,-0.003
2.074,-9.932,1.571,0.009,0.074,0.077,-0.003
1.953,-9.634,1.514,-0.02,0.04,0.031,-0.003
1.885,-9.254,1.426,-0.01,0.035,0.038,-0.003
1.867,-8.881,1.316,0.043,0.054,0.068,-0.003
1.866,-8.573,1.196,0.008,-0.014,-0.003,-0.003
1.877,-8.348,1.078,0.065,0.052,0.06,-0.003
1.911,-8.162,0.978,0.066,0.057,0.053,-0.003
1.911,-8.025,0.875,-0.001,0.001,-0.006,-0.002
1.922,-7.917,0.855,0.059,0.109,0.096,-0.003
1.883,-7.854,0.792,-0.053,0.018,-0.002,-0.003
1.862,-7.885,0.806,-0.003,0.066,0.06,-0.002
1.777,-8.053,0.774,0.061,0.131,0.131,-0.002
1.695,-8.208,0.761,-0.072,-0.015,-0.025,-0.002
1.627,-8.342,0.77,0.061,0.096,0.116,-0.002
1.503,-8.479,0.735,0.02,0.035,0.067,-0.003
1.456,-8.585,0.684,-0.05,-0.058,-0.033,-0.002
1.423,-8.749,0.592,0.002,-0.011,0.029,-0.002
1.43,-8.795,0.48,0.097,0.075,0.105,-0.002
1.521,-8.779,0.365,0.071,0.063,0.072,-0.002
1.678,-8.758,0.294,-0.005,0.007,0.017,-0.002
1.861,-8.806,0.208,-0.021,0,0.005,-0.002
2.064,-8.889,0.153,0.019,0.052,0.064,-0.002
2.269,-8.981,0.134,-0.03,0.022,0.052,-0.002
2.409,-9.093,0.086,-0.031,0.021,0.039,-0.002
2.456,-9.274,0.039,0.101,0.133,0.162,-0.002
2.414,-9.506,-0.004,-0.008,0.028,0.049,-0.002
2.334,-9.645,-0.108,0.014,0.051,0.053,-0.002
2.259,-9.759,-0.182,0.111,0.136,0.157,-0.002
2.211,-9.747,-0.31,-0.052,-0.055,-0.011,-0.002
2.186,-9.646,-0.466,0.078,0.057,0.096,-0.002
2.223,-9.453,-0.593,0.048,0.026,0.064,-0.002
2.281,-9.251,-0.719,-0.003,-0.03,0.01,-0.002
2.454,-9.102,-0.827,0.091,0.081,0.098,-0.002
2.604,-8.994,-0.888,-0.02,-0.011,0.01,-0.002
2.79,-8.828,-0.862,0.036,0.056,0.078,-0.002
2.977,-8.748,-0.86,0.052,0.083,0.113,-0.002
3.055,-8.794,-0.914,-0.066,-0.006,0.034,-0.002
3.07,-8.925,-0.949,0.049,0.099,0.132,-0.002
2.99,-9.051,-1.072,0,0.031,0.06,-0.002
2.825,-9.009,-1.158,-0.083,-0.063,-0.035,-0.002
2.57,-8.855,-1.309,0.088,0.112,0.118,-0.002
2.31,-8.665,-1.455,0.007,0.011,0.021,-0.002
2.053,-8.488,-1.663,-0.049,-0.054,-0.027,-0.002
1.883,-8.3,-1.85,0.054,0.058,0.068,-0.002
1.791,-8.099,-1.994,-0.049,-0.031,-0.022,-0.002
1.814,-7.919,-2.116,-0.049,-0.02,-0.014,-0.002
1.961,-7.75,-2.169,-0.017,0.018,0.01,-0.002
2.159,-7.706,-2.179,0.023,0.055,0.058,-0.002
2.307,-7.77,-2.194,-0.041,-0.001,0.006,-0.002
2.445,-7.9,-2.184,-0.008,0.029,0.039,-0.002
2.5,-8.127,-2.172,0.072,0.113,0.14,-0.002
2.477,-8.24,-2.13,-0.032,0.001,0.028,-0.002
2.371,-8.341,-2.143,0.038,0.056,0.068,-0.002
2.232,-8.268,-2.166,0.101,0.118,0.13,-0.002
