force_x_N,force_y_N,force_z_N,vibration_x_g,vibration_y_g,vibration_z_g,ae_rms_V
-10.619,6.186,0.282,-0.008,-0.03,-0.082,0.103
-11.908,5.048,-0.257,0.107,-0.147,-0.28,0.103
-12.382,1.583,-0.283,-0.022,-0.037,0.108,0.103
-12.187,-2.529,-0.661,0.006,-0.02,-0.158,0.103
-11.032,-5.107,-1.659,0.111,-0.022,-0.108,0.103
-9.465,-6.139,-2.877,-0.035,0.057,0.212,0.103
-7.955,-7.692,-3.683,0.148,-0.087,-0.146,0.104
-6.802,-10.926,-3.825,0.162,-0.12,-0.058,0.104
-6.111,-13.236,-4.232,-0.008,-0.103,-0.006,0.103
-5.221,-13.942,-4.636,0.122,-0.096,-0.216,0.103
-3.93,-14.385,-4.306,0.072,-0.068,0.004,0.104
-2.076,-15.035,-3.972,-0.031,-0.066,0.063,0.103
0.263,-15.623,-3.945,0.247,0.045,-0.022,0.104
2.615,-15.13,-4.142,0.174,0.043,0.117,0.104
4.85,-13.88,-4.343,0.178,-0.053,0.045,0.103
6.462,-12.901,-3.821,0.214,-0.23,-0.364,0.104
7.184,-12.329,-3.293,-0.032,-0.125,-0.089,0.104
7.883,-11.363,-3.649,-0.052,-0.041,-0.069,0.103
8.792,-10.522,-4.283,0.023,-0.028,-0.239,0.104
9.69,-9.871,-4.706,-0.179,0.017,0.089,0.104
10.833,-9.071,-5.523,-0.022,0.11,0.018,0.103
12.145,-7.686,-6.752,0.087,0.058,-0.201,0.103
13.375,-5.086,-8.033,-0.05,-0.007,0.016,0.104
14.245,-2.422,-9.337,0.078,-0.046,-0.223,0.104
14.264,-0.365,-10.03,0.026,-0.053,-0.18,0.103
13.656,1.965,-11.006,-0.204,-0.081,0.003,0.103
13.207,4.515,-12.74,-0.027,0.058,-0.162,0.103
13.036,6.61,-13.805,-0.071,0.061,-0.034,0.103
13.174,8.538,-14.285,-0.163,-0.04,-0.082,0.103
13.476,10.544,-14.869,0.083,0.066,-0.272,0.103
13.698,12.985,-15.078,-0.056,0.073,-0.079,0.103
14.027,14.934,-14.98,-0.172,-0.004,-0.059,0.103
14.194,15.099,-14.441,0.026,0.066,-0.136,0.103
13.573,14.794,-13.536,-0.205,0.052,0.117,0.103
12.633,15.137,-12.858,-0.246,0.033,0.056,0.103
11.804,16.206,-12.241,0,0.092,-0.139,0.102
11.183,17.263,-10.964,-0.126,0.103,0.059,0.102
10.974,17.298,-9.403,-0.074,0.084,-0.053,0.102
10.872,16.997,-8.306,0.038,0.138,-0.148,0.102
10.642,17.481,-7.18,-0.146,0.041,0.118,0.102
10.075,18.237,-5.914,0.006,0.076,0.072,0.102
8.878,17.857,-4.471,-0.038,-0.008,-0.081,0.102
7.074,16.172,-2.879,-0.151,-0.037,0.151,0.102
5.217,14.086,-1.69,0.095,0.085,-0.053,0.101
3.592,12.604,-0.233,-0.072,0.057,-0.121,0.101
2.301,11.485,1.895,-0.097,0.053,0.187,0.101
1.132,9.856,3.732,0.078,0.18,0.083,0.101
-0.154,7.947,5.095,-0.069,0,0.068,0.101
-1.39,6.01,6.516,0.073,0.01,0.237,0.1
-2.737,4.419,8.309,0.169,0.053,-0.083,0.1
-3.966,3.973,10.409,-0.162,-0.063,-0.193,0.1
-4.463,3.72,12.193,-0.064,0.079,0.142,0.1
-4.293,2.907,13.493,0.086,0.009,-0.182,0.1
-3.405,1.983,15.297,-0.17,-0.035,-0.177,0.1
-1.633,1.77,17.528,-0.116,0.092,-0.001,0.1
0.351,2.579,19.05,-0.056,0.101,-0.25,0.099
2.367,2.819,20.794,-0.183,0.029,-0.048,0.099
4.841,1.919,22.844,-0.029,-0.076,0.03,0.099
7.547,0.892,24.622,0.015,-0.005,0.058,0.099
9.77,0.677,26.37,-0.112,-0.023,0.232,0.099
11.403,1.624,27.609,0.08,-0.182,-0.052,0.099
13.102,2.363,28.524,0.161,0.104,0.04,0.098
15.02,1.726,29.941,-0.012,0.064,0.036,0.098
17.176,0.788,30.893,0.078,-0.072,-0.19,0.099
19.42,0.818,30.901,0.166,0.079,0.134,0.098
21.519,1.576,30.91,0.032,-0.138,0.01,0.098
23.223,2.109,31.354,-0.02,-0.19,-0.132,0.098
24.615,2.064,31.443,0.073,0.046,0.17,0.098
25.474,1.537,31.183,-0.2,-0.149,0.094,0.098
25.564,1.254,30.576,0.055,-0.16,0.06,0.098
24.885,2.353,29.936,0.119,-0.113,0.075,0.098
23.892,4.639,29.753,-0.067,-0.063,-0.015,0.098
22.9,6.813,28.641,0.136,0.051,-0.1,0.098
22.308,7.216,26.716,0.063,-0.094,-0.055,0.099
22.21,7.082,25.314,0.115,-0.12,0.045,0.099
22.372,9.722,23.929,0.091,-0.104,-0.057,0.099
22.205,15.034,21.929,-0.15,-0.174,0.069,0.099
21.379,20.13,19.703,0.017,-0.073,0.105,0.099
20.117,22.238,17.802,-0.124,-0.096,-0.16,0.099
18.504,22.842,16.167,-0.221,-0.007,0.018,0.099
16.472,25.642,14.29,-0.031,0.078,-0.01,0.099
14.277,30.515,12.277,-0.187,0.009,-0.105,0.099
12.077,33.915,10.521,-0.131,-0.058,0.126,0.1
10.194,33.755,9.105,0.153,0.012,0.16,0.1
8.642,32.079,7.442,-0.01,-0.101,-0.099,0.1
7.01,31.623,5.612,0.013,-0.096,0.011,0.1
5.085,32.295,4.42,0.163,-0.129,-0.115,0.1
3.04,32.25,3.578,0.062,-0.159,-0.26,0.1
1.128,30.28,3.013,-0.064,-0.063,-0.096,0.1
-0.468,26.839,2.433,0.001,0.004,-0.074,0.1
-1.548,22.976,1.825,-0.141,-0.007,0.014,0.1
-2.553,20.075,1.759,-0.085,-0.092,0.036,0.1
-3.855,18.657,2.063,0.033,-0.054,0.04,0.1
-5.305,17.123,2.095,-0.008,0.071,0.12,0.1
-6.767,13.813,1.864,-0.003,-0.089,-0.095,0.101
-8.39,8.719,1.751,0.13,-0.037,0.003,0.101
-10.08,4.372,1.686,0.072,0.026,0.078,0.101
-11.44,2.899,0.956,0.058,-0.14,-0.15,0.101
-12.014,2.718,-0.058,0.132,-0.077,-0.053,0.101
-12.021,1.049,-0.892,0.14,-0.046,-0.042,0.101
-11.279,-2.547,-1.551,0.105,-0.192,-0.252,0.101
-9.876,-5.721,-2.335,0.134,-0.031,-0.132,0.101
-8.307,-6.351,-3.08,0.032,-0.016,-0.135,0.101
-6.733,-6.373,-3.299,-0.04,-0.058,-0.11,0.101
-5.199,-7.977,-3.131,-0.002,-0.015,0.003,0.101
-3.726,-10.662,-3.018,0.025,-0.02,0.077,0.101
-2.244,-12.604,-3.038,0.093,0.005,0.051,0.101
-0.633,-13.24,-2.996,0.079,0.003,0.078,0.101
1.057,-13.374,-2.679,0.21,-0.049,0.069,0.102
2.445,-13.214,-2.571,0.305,-0.031,-0.008,0.101
3.638,-12.7,-2.916,0.062,-0.123,-0.035,0.101
4.818,-11.614,-3.255,0.172,-0.06,-0.024,0.102
6.064,-10.509,-3.487,0.146,-0.08,-0.135,0.102
7.415,-9.742,-3.824,-0.077,-0.114,-0.111,0.102
8.92,-8.701,-4.319,0.04,0.009,-0.105,0.102
10.729,-7.408,-4.989,-0.014,0.022,-0.14,0.101
12.605,-5.877,-5.746,-0.187,0.01,-0.061,0.101
14.372,-4.995,-6.408,-0.016,0.162,0.054,0.101
15.785,-4.644,-7.184,-0.108,0.043,0.014,0.102
16.74,-3.658,-8.627,-0.082,0.067,0.068,0.101
17.052,-1.791,-9.943,-0.007,0.031,0.019,0.101
16.652,0.159,-10.847,-0.017,-0.024,-0.007,0.101
15.962,1.886,-12.025,0.07,0.001,-0.014,0.101
15.448,3.597,-13.249,0.015,-0.003,-0.091,0.101
15.445,5.471,-14.148,-0.006,0.076,-0.015,0.101
15.829,7.338,-14.574,-0.048,0.009,-0.05,0.101
16.225,9.181,-14.479,-0.071,-0.033,-0.131,0.101
16.479,10.976,-14.235,-0.12,0.104,0.002,0.101
16.754,12.183,-13.711,-0.122,0.053,-0.045,0.101
17.016,12.396,-12.593,-0.179,0.061,-0.052,0.101
17.184,11.929,-11.2,-0.208,0.12,0.068,0.101
16.999,11.758,-10.049,-0.151,0.088,0.08,0.101
16.33,12.098,-8.971,-0.209,0.038,0.042,0.101
15.531,12.66,-7.682,-0.078,0.157,0.176,0.1
14.819,12.546,-6.531,-0.05,0.002,-0.003,0.1
13.989,11.725,-5.307,-0.035,-0.007,0.017,0.1
12.617,11.348,-4.22,0.021,0.019,0.013,0.1
11.077,11.944,-3.108,-0.025,-0.074,-0.122,0.1
9.479,12.271,-1.479,-0.085,-0.008,0.046,0.1
7.894,11.207,0.326,-0.092,0.04,0.04,0.099
6.413,9.112,1.821,-0.099,0.013,-0.023,0.099
5.451,7.815,3.578,-0.114,0.05,0.106,0.099
4.354,7.187,5.569,-0.129,0.05,0.09,0.099
3.037,6.379,7.72,-0.032,-0.029,-0.03,0.099
1.481,4.67,9.551,0.049,0.049,0.061,0.098
-0.093,2.369,11.212,-0.152,-0.02,-0.134,0.099
-1.059,0.822,13.004,-0.099,0.041,-0.131,0.098
-1.217,0.341,14.649,-0.147,-0.017,0.012,0.098
-0.947,0.453,15.97,-0.119,-0.13,-0.158,0.098
-0.442,0.357,17.377,0.035,0.035,-0.135,0.098
0.567,0.285,18.991,-0.093,-0.045,-0.187,0.098
2.115,0.603,20.655,-0.128,-0.016,-0.326,0.098
4.177,0.624,22.746,-0.095,0.143,-0.113,0.098
6.812,0.048,24.834,-0.274,-0.058,-0.044,0.098
9.947,-0.578,26.542,-0.133,0.002,0.045,0.097
13.104,-0.764,28.246,-0.079,0.069,0.152,0.097
15.907,-0.555,29.543,-0.03,-0.155,-0.051,0.097
18.19,-0.715,30.694,0.146,-0.043,-0.122,0.097
19.946,-1.408,31.921,-0.001,-0.092,-0.31,0.098
21.574,-2.271,32.804,-0.03,-0.141,-0.311,0.098
23.294,-3.081,33.484,-0.02,0.032,0.013,0.098
24.974,-3.621,33.726,-0.152,-0.141,-0.046,0.098
26.462,-4.053,33.531,0.027,-0.109,0.044,0.098
27.84,-4.18,33.516,0.089,-0.016,0.058,0.098
29.141,-3.78,33.651,0.002,-0.033,-0.059,0.098
29.909,-2.727,33.426,0.066,-0.068,0.003,0.098
29.672,-1.318,33.003,0.124,-0.075,0.076,0.098
28.754,0.15,32.303,0.091,-0.1,0.031,0.099
27.77,2.162,31.226,0.016,0.001,0.046,0.099
27.057,4.299,29.608,-0.028,-0.085,-0.051,0.099
26.713,6.063,27.596,0.081,-0.139,-0.116,0.099
26.519,7.876,25.568,0.042,-0.105,-0.102,0.099
26.278,11.143,23.638,-0.03,-0.18,-0.197,0.1
25.76,15.724,21.357,-0.053,-0.068,-0.036,0.1
24.653,19.708,19.44,-0.306,-0.108,-0.027,0.1
22.702,22.219,17.763,-0.178,-0.115,-0.012,0.1
20.175,24.593,15.914,-0.09,0.016,0.115,0.101
17.372,28.357,14.317,-0.214,0.01,-0.029,0.101
14.646,32.735,12.829,0.051,-0.004,-0.068,0.101
12.381,35.327,11.428,0.038,0.025,0.118,0.101
10.507,35.621,9.983,-0.002,-0.015,-0.047,0.101
9.116,35.245,8.358,0.141,0.001,0.03,0.101
7.782,35.531,6.714,-0.054,-0.123,0.102,0.102
5.961,35.973,5.215,0.098,-0.099,-0.051,0.102
3.882,34.825,4.104,0.061,-0.152,-0.085,0.102
1.84,31.946,3.308,-0.127,-0.169,-0.109,0.102
0.259,28.479,2.532,0.004,0.05,-0.107,0.102
-0.829,25.062,1.964,-0.178,-0.073,-0.056,0.102
-1.877,22.236,1.895,-0.163,0.012,0.192,0.102
-3.008,19.829,2.035,-0.008,0.051,0.133,0.102
-4.135,17.435,1.937,-0.045,-0.072,0.133,0.103
-5.507,14.333,1.554,0.111,-0.04,0.166,0.103
-7.033,10.315,1.496,0.225,-0.062,-0.029,0.103
-8.489,6.84,1.406,0.111,-0.145,-0.077,0.103
-9.478,5.375,0.692,0.156,-0.019,0.012,0.103
-9.651,4.555,-0.372,0.096,-0.08,-0.14,0.103
-8.944,2.245,-1.104,-0.032,-0.124,-0.016,0.103
-7.38,-1.371,-1.84,0.101,-0.031,0.059,0.103
-5.28,-4.493,-2.572,0.059,-0.144,-0.179,0.103
-3.277,-5.883,-3.073,0.02,-0.089,0.008,0.103
-1.566,-6.607,-3.23,0.145,-0.03,0.009,0.103
-0.066,-8.681,-2.879,0.082,-0.06,-0.006,0.103
1.246,-11.392,-2.611,-0.097,-0.096,0.137,0.103
2.766,-13.047,-2.883,0.139,0.081,0.224,0.103
4.461,-13.114,-3.003,0.062,-0.107,0.044,0.103
6.092,-11.977,-3.031,0.168,-0.078,0.15,0.103
7.551,-10.974,-3.245,0.313,-0.049,-0.027,0.103
8.777,-9.969,-3.556,0.235,-0.14,-0.126,0.104
9.977,-8.43,-4.19,0.099,-0.177,-0.104,0.104
11.138,-7.108,-4.66,0.109,-0.095,-0.142,0.104
12.052,-6.31,-4.845,-0.112,-0.109,-0.052,0.103
13.149,-5.367,-5.438,-0.152,-0.073,-0.026,0.104
14.896,-4.122,-6.3,-0,0.08,-0.047,0.103
16.599,-2.854,-6.972,-0.122,0.019,-0.008,0.103
18.076,-1.734,-7.549,-0.132,-0.038,-0.086,0.104
19.225,-0.603,-8.537,0.154,0.164,0.047,0.103
19.728,1.277,-9.781,-0.11,-0.027,0.079,0.103
19.6,3.762,-11.088,-0.068,-0.103,-0.011,0.103
18.912,6.064,-12.303,0.141,0.051,0.06,0.103
17.878,8.401,-13.438,-0.07,-0.074,-0.013,0.103
17.276,10.933,-14.674,-0.072,-0.095,-0.284,0.103
17.281,13.358,-15.601,0.21,0.214,-0.061,0.103
17.632,15.593,-15.776,-0.124,-0.035,-0.174,0.103
18.187,17.026,-15.548,-0.143,0.002,-0.203,0.103
18.547,17.845,-15.164,-0.021,0.176,0.062,0.103
18.712,18.612,-14.376,-0.238,-0.028,0.036,0.103
18.772,18.613,-13.192,-0.186,0.013,-0.081,0.103
18.347,17.897,-11.74,-0.04,0.184,0.107,0.103
17.542,16.999,-10.338,-0.137,0.05,0.055,0.102
16.583,16.723,-9.159,-0.071,0.089,-0.105,0.102
15.561,17.327,-7.997,-0.045,0.105,0.051,0.102
14.56,17.569,-6.749,-0.047,0.029,0.129,0.102
13.263,17.019,-5.661,-0.029,-0.03,-0.112,0.102
11.57,16.55,-4.777,0.021,-0.028,-0.023,0.102
9.703,16.323,-3.638,0.096,0.029,0.047,0.102
7.714,15.725,-2.035,-0.048,-0.028,-0.28,0.102
5.712,14.23,-0.114,-0.13,0.024,-0.071,0.102
4.263,11.847,1.637,0.024,0.201,0.143,0.101
3.163,9.578,3.389,-0.171,0.038,-0.037,0.101
2.122,7.977,5.375,-0.062,-0.02,0.075,0.101
0.988,6.273,7.429,0.205,0.159,0.091,0.101
-0.216,4.074,9.266,-0.117,-0.002,-0.231,0.101
-0.84,2.123,10.912,-0.151,0.004,-0.131,0.101
-0.948,0.761,12.301,0.116,0.105,0.124,0.101
-1.072,0.63,13.567,-0.083,-0.161,-0.117,0.101
-1.076,1.132,15.256,-0.152,-0.058,-0.017,0.1
-0.786,1.738,16.702,0.161,0.065,-0.057,0.1
-0.004,1.973,18.149,-0.021,0.034,-0.389,0.1
1.719,1.025,20.564,-0.178,0.035,-0.311,0.1
4.715,-0.002,22.767,0.027,0.189,-0.073,0.1
8.37,-0.177,24.393,-0.148,0.112,0.064,0.1
11.731,0.544,26.212,-0.117,-0.04,0.138,0.1
14.374,1.382,27.693,0.1,-0.02,0.143,0.1
16.287,0.907,29.213,-0.011,0.108,0.24,0.099
17.281,-0.726,30.619,0.018,-0.152,-0.151,0.099
18.238,-2.026,31.212,0.242,-0.005,-0.125,0.1
19.66,-2.471,31.719,0.115,0.111,0.099,0.099
21.325,-1.984,32.31,-0.184,-0.143,-0.276,0.1
23.45,-1.333,31.979,0.034,0.094,0.208,0.099
25.518,-1.422,30.996,0.147,-0.088,0.318,0.099
26.698,-1.565,30.718,0.07,-0.362,-0.167,0.099
26.843,-0.231,30.75,0.216,-0.12,0.043,0.099
25.951,2.784,30.859,0.011,-0.008,0.033,0.099
24.518,4.637,30.504,-0.098,-0.056,-0.167,0.099
23.3,4.219,29.172,0.078,0.068,0.06,0.099
22.912,3.236,28.054,-0.128,0.17,0.178,0.099
23.261,4.752,27.042,-0.104,0.042,0.069,0.099
23.483,9.061,24.809,-0.032,-0.084,0.119,0.099
22.941,13.145,22.668,0.106,-0.165,0.135,0.099
21.755,15.684,20.991,0.155,-0.207,-0.037,0.099
20.08,17.428,19.326,-0.328,-0.223,-0.131,0.099
17.843,20.482,17.272,-0.117,-0.034,0.034,0.099
15.543,24.843,14.802,0.014,-0.045,-0.041,0.099
13.564,28.567,12.829,-0.434,-0.137,-0.116,0.099
11.873,31.018,11.525,0.069,0.083,0.024,0.099
10.88,32.418,10.082,0.003,0.005,-0.043,0.099
10.156,32.726,8.433,-0.273,-0.143,-0.028,0.099
8.783,32.086,7.292,0.263,0.008,0.15,0.099
6.658,31.271,6.639,0.054,-0.074,0.067,0.099
4.01,30.289,5.519,-0.293,-0.12,-0.045,0.099
1.238,27.668,4.336,0.137,0.131,0.092,0.099
-1.151,23.082,3.536,-0.012,-0.1,-0.001,0.099
-2.924,19.174,3.192,-0.09,-0.077,-0.032,0.099
-4.09,17.528,3.124,0.166,0.069,0.011,0.099
-4.756,16.978,2.705,-0.024,-0.025,0.215,0.099
-5.362,14.705,2.165,0.005,-0.108,0.02,0.099
-6.147,10.473,2.375,0.151,-0.145,-0.1,0.099
-7.528,7.027,2.541,0.032,0.012,0.214,0.099
-9.089,5.702,2.062,0.025,-0.014,-0.18,0.099
-10.156,4.572,1.771,0.074,-0.103,-0.217,0.099
-10.591,1.604,1.844,0,0.078,0.216,0.099
-10.388,-2.113,1.442,0.03,-0.017,-0.156,0.099
-9.382,-4.978,0.472,0.029,-0.061,-0.042,0.099
-8.136,-6.606,-0.658,0.116,0.12,0.27,0.099
-7.056,-8.224,-1.399,0.235,-0.13,-0.209,0.099
-6.431,-10.685,-1.543,0.097,-0.213,-0.142,0.099
-6.233,-11.968,-1.946,0.177,0.018,0.033,0.099
-5.489,-12.693,-2.213,0.089,-0.107,-0.23,0.098
-4.104,-13.694,-1.92,-0.012,-0.07,0.019,0.099
-1.997,-14.47,-1.703,0.119,0.068,0.168,0.098
0.559,-14.354,-1.688,0.205,0.035,-0.046,0.098
2.964,-13.036,-1.855,0.05,-0.033,0.021,0.098
5.105,-11.958,-1.906,0.181,-0.079,-0.033,0.098
6.383,-11.934,-1.408,0.283,-0.094,-0.251,0.098
6.801,-12.042,-1.185,-0.154,-0.174,-0.104,0.098
7.158,-11.328,-1.779,-0.072,-0.048,-0.069,0.098
7.682,-10.418,-2.557,0.074,0.062,-0.115,0.098
8.313,-9.717,-3.283,-0.31,-0.169,-0.071,0.098
9.408,-9.131,-4.4,0.046,0.073,-0.086,0.098
10.706,-8.026,-5.691,0.184,0.135,-0.144,0.097
12.008,-5.593,-7.007,-0.203,-0.198,-0.203,0.098
12.959,-3.05,-8.262,0.144,0.046,-0.166,0.097
13.086,-1.062,-8.838,0.005,0.025,-0.041,0.097
12.63,0.997,-9.832,-0.328,-0.174,-0.091,0.097
12.385,3.025,-11.398,0.001,0.133,-0.092,0.097
12.486,4.642,-12.235,-0.076,0.11,0.036,0.097
12.855,6.206,-12.771,-0.119,-0.032,-0.139,0.097
13.302,7.998,-13.293,0.047,0.035,-0.294,0.097
13.483,10.196,-13.487,-0.069,0.083,-0.007,0.097
13.643,11.549,-13.47,-0.18,-0.053,-0.087,0.096
13.482,11.339,-13.014,-0.108,-0.104,-0.214,0.096
12.637,11.084,-12.296,-0.193,0.044,0.141,0.096
11.675,11.574,-11.675,-0.214,-0.005,-0.042,0.096
10.883,12.724,-10.996,-0.109,0.002,-0.247,0.096
10.463,13.688,-9.642,-0.154,0.103,0.025,0.096
10.492,13.803,-8.116,-0.113,0.065,-0.109,0.096
10.616,13.866,-6.986,-0.12,0.063,-0.143,0.095
10.473,14.543,-5.843,-0.163,0.059,0.202,0.095
9.955,15.183,-4.566,-0.039,0.021,0.043,0.095
8.627,14.654,-3.143,-0.181,-0.134,-0.142,0.095
6.663,13.108,-1.619,-0.123,-0.056,0.115,0.095
4.715,11.415,-0.462,0.009,0.018,-0.17,0.094
3.116,10.341,0.976,-0.239,-0.075,-0.188,0.094
2.026,9.365,2.963,-0.158,-0.029,0.123,0.094
1.069,7.904,4.645,-0.029,0.047,-0.01,0.094
-0.027,6.567,5.957,-0.129,-0.123,0.014,0.094
-1.106,5.3,7.377,0.066,-0.024,0.164,0.093
-2.227,4.161,9.166,0.078,0.02,-0.19,0.093
-3.064,3.813,11.252,-0.104,0.037,-0.071,0.093
-3.222,3.499,12.926,-0.015,0.17,0.207,0.093
-2.837,2.76,14.219,-0.03,0.027,-0.182,0.093
-1.67,2.038,15.952,-0.12,0.08,0.023,0.092
0.218,2.119,17.845,-0.089,0.107,0.009,0.092
2.138,2.726,19.158,-0.108,0.067,-0.271,0.092
4.177,2.534,20.813,-0.119,0.029,-0.004,0.092
6.708,1.426,22.615,-0.046,-0.101,0.014,0.092
9.31,0.405,24.084,-0.066,-0.093,0.016,0.092
11.315,0.306,25.692,-0.108,-0.093,0.174,0.091
12.941,1.293,26.844,0.097,-0.127,-0.033,0.091
14.765,1.917,27.807,0.122,0.146,0.005,0.091
16.81,1.137,29.164,-0.139,-0.022,-0.105,0.091
19.17,0.016,30.021,0.172,-0.005,-0.095,0.091
21.456,-0.264,29.979,0.223,0.114,0.145,0.091
23.284,0.285,30.283,-0.154,-0.202,-0.06,0.091
24.72,0.794,30.606,0.059,-0.101,0.03,0.091
25.869,0.59,30.415,0,-0.035,0.149,0.091
26.136,-0.468,30.117,-0.222,-0.267,0.005,0.091
25.575,-0.898,29.458,0.165,-0.1,0.035,0.091
24.702,0.463,28.776,0.045,-0.037,0.082,0.091
23.596,2.798,28.262,0.007,-0.053,-0.053,0.091
22.598,4.659,26.849,0.297,0.103,-0.021,0.091
22.309,4.813,25.157,0.071,-0.03,0.1,0.091
22.444,5.473,23.862,0.1,-0.139,-0.03,0.091
22.617,9.37,22.313,0.124,-0.061,-0.009,0.091
22.139,15.04,20.325,-0.162,-0.21,0.048,0.091
21.069,19.483,18.375,0.004,-0.037,-0.006,0.091
19.6,21.006,16.692,-0.163,-0.001,-0.107,0.091
17.726,22.218,14.964,-0.256,-0.032,0.009,0.091
15.622,25.69,12.959,0.001,0.085,0.017,0.091
13.256,30.433,11.065,-0.155,-0.012,0,0.091
10.718,33.507,9.441,-0.003,-0.072,0.109,0.091
8.721,33.469,7.99,0.224,0.06,0.122,0.091
7.127,31.993,6.238,-0.007,-0.111,-0.109,0.091
5.357,31.579,4.584,0.148,-0.07,0.006,0.091
3.325,32.454,3.644,0.167,-0.102,-0.139,0.091
1.363,32.922,2.932,0.023,-0.018,-0.126,0.091
-0.21,31.361,2.229,-0.01,-0.015,-0.044,0.091
-1.445,27.744,1.613,-0.012,-0.035,-0.073,0.091
-2.409,23.644,1.287,-0.013,0.133,0.151,0.091
-3.432,21.103,1.306,-0.103,-0.121,-0.02,0.091
-4.814,20.161,1.291,-0.001,-0.033,0.031,0.091
-6.436,18.552,1.135,0.126,0.188,0.226,0.091
-8.002,14.511,1.122,-0.121,-0.238,-0.186,0.091
-9.743,9.1,1.072,0.168,0.029,0.071,0.091
-11.29,5.582,0.618,0.23,0.12,0.133,0.09
-12.179,4.771,-0.193,-0.008,-0.265,-0.286,0.09
-12.422,4.223,-0.887,0.245,0.021,0.03,0.09
-12.063,2.012,-1.521,0.253,0.042,0.015,0.09
-10.892,-1.552,-2.165,0.029,-0.207,-0.3,0.09
-9.172,-4.173,-2.86,0.13,0.048,-0.008,0.09
-7.342,-4.783,-3.337,0.121,0.079,0.013,0.09
-5.596,-5.322,-3.244,-0.018,-0.042,-0.103,0.09
-3.984,-7.13,-3.069,-0.014,0.004,0.049,0.09
-2.346,-9.85,-3.103,0.171,0.112,0.181,0.09
-0.673,-11.949,-3.146,0.139,-0.013,0.036,0.09
1.028,-12.857,-3.064,0.057,-0.07,0.076,0.09
2.61,-12.924,-2.849,0.371,0.077,0.192,0.09
3.989,-12.489,-2.954,0.257,-0.064,-0.004,0.089
5.259,-11.751,-3.407,0.015,-0.211,-0.11,0.09
6.551,-10.849,-3.566,0.318,0.048,0.028,0.089
7.873,-10.073,-3.66,0.118,-0.01,-0.057,0.089
9.425,-8.973,-4.107,-0.163,-0.161,-0.203,0.089
11.268,-7.479,-4.688,0.198,0.162,0.043,0.089
13.219,-5.991,-5.178,-0.001,0.1,0.025,0.089
14.904,-4.734,-5.735,-0.239,-0.048,-0.085,0.089
16.44,-3.923,-6.46,0.105,0.226,0.144,0.089
17.596,-3.048,-7.524,-0.005,0.162,0.141,0.088
18.173,-1.635,-8.845,-0.137,-0.054,-0.058,0.089
18.036,0.088,-9.945,0.136,0.121,0.116,0.088
17.33,2.127,-11.03,0.051,0.046,0.072,0.088
16.608,4.122,-12.378,-0.013,-0.085,-0.071,0.088
16.179,6.041,-13.532,0.061,0.028,-0.04,0.088
16.236,8.189,-14.268,0.109,0.166,0.097,0.087
16.539,10.256,-14.601,-0.117,-0.066,-0.144,0.087
16.705,12.167,-14.564,-0.092,0.042,-0.101,0.087
16.874,13.848,-14.319,-0.008,0.2,0.109,0.087
17.049,14.751,-13.744,-0.155,0.042,-0.063,0.087
17.021,14.737,-12.626,-0.251,0.076,-0.001,0.087
16.862,14.257,-11.411,-0.017,0.289,0.285,0.086
16.504,14.252,-10.476,-0.112,0.063,0.048,0.086
15.721,14.626,-9.35,-0.169,0.052,0.063,0.087
14.736,14.77,-7.982,0.117,0.281,0.298,0.086
13.755,14.261,-6.847,-0.006,0.007,-0.025,0.086
12.624,13.577,-5.685,-0.061,-0.034,-0.006,0.086
11.212,13.386,-4.494,0.17,0.168,0.165,0.085
9.637,13.655,-3.055,-0.017,-0.063,-0.084,0.085
7.994,13.523,-1.343,-0.139,-0.032,0.014,0.085
6.495,12.146,0.26,-0,0.139,0.089,0.085
5.279,10.15,1.863,-0.011,0.112,0.075,0.084
4.306,8.687,3.746,-0.161,0.006,0.06,0.085
3.18,7.741,5.802,-0.033,0.123,0.154,0.084
1.762,6.589,7.743,0.087,0.078,0.116,0.084
0.176,4.42,9.385,-0.062,-0.068,-0.042,0.084
-1.207,2.043,11.11,0.007,0.055,-0.109,0.083
-1.939,0.645,12.939,0.041,0.213,0.017,0.083
-1.78,0.12,14.469,-0.183,-0.075,-0.051,0.083
-1.175,-0.03,15.752,0.028,-0.047,-0.127,0.083
-0.269,-0.138,17.307,0.206,0.195,0.065,0.083
1.036,0.087,19.192,-0.157,-0.111,-0.242,0.083
2.655,0.523,21.066,-0.103,0.047,-0.272,0.083
4.727,0.47,23.229,0.04,0.266,0.041,0.082
7.415,-0.241,25.391,-0.262,-0.094,-0.096,0.082
10.566,-0.98,27.329,-0.122,0.049,0.054,0.082
13.596,-0.966,29.031,0.029,0.162,0.213,0.082
16.204,-0.428,30.141,0.011,-0.182,-0.077,0.082
18.316,-0.45,31.155,0.131,-0.043,-0.144,0.083
20.001,-1.389,32.408,0.208,0.088,-0.106,0.082
21.566,-2.298,33.354,0.014,-0.094,-0.233,0.082
23.197,-2.748,33.71,-0.045,-0.01,-0.018,0.083
24.833,-3.236,33.827,-0.057,-0.059,0.016,0.083
26.384,-3.659,33.809,0.1,-0.023,0.12,0.083
27.91,-3.474,33.844,-0.059,-0.112,-0.066,0.083
29.157,-2.876,33.774,0.083,0.019,0.033,0.083
29.654,-1.877,33.469,0.213,-0.004,0.093,0.083
29.197,-0.403,33.05,-0.025,-0.244,-0.109,0.084
